Electoral Division,CENTROID_X,CENTROID_Y,Population
157010 - ARDNAREE NORTH,528082,821010,966
157011 - ARDNAREE SOUTH RURAL,526948,817075,3084
157034 - BELDERGMORE,500003,836866,157
157040 - BUNAVEELA,499312,810308,81
67130 - KILLERERIN,548189,748625,772
67138 - KILLOWER,535444,745446,891
67140 - KILLURSA,521234,745622,1144
117059 - LEITRIM,596978,806577,1224
117065 - MOHER,600907,811286,221
117062 - MAHANAGH,594635,826738,296
117063 - MANORHAMILTON,589062,840683,1892
157012 - ATTYMASS EAST,530417,811416,383
157013 - ATTYMASS WEST,527408,810534,236
67144 - KILMOYLAN,543182,740755,1072
67147 - KILSHANVY,533858,756846,378
67164 - LEVALLY,551227,752693,354
117078 - YUGAN,599052,824104,222
117002 - AGHALATEEVE,580113,849354,223
117064 - MELVIN,588815,851775,211
117067 - MUNAKILL,595464,839719,169
117074 - SRAMORE,579978,837245,390
68022 - WELLPARK,531593,726369,1668
67017 - BALLINASLOE URBAN,585142,731019,6660
67003 - ABBEYGORMACAN,575925,717422,411
67097 - FURBOGH,518962,725845,1415
67098 - GALWAY RURAL,527514,730254,149
67110 - INISHMORE,487935,707764,1226
67122 - KILCUMMIN,499977,724784,1314
67125 - KILLANNIN,509480,729041,1044
67088 - DOORUS,533791,712373,813
67089 - DRUMACOO,539778,716329,1371
67101 - GORT,545337,701942,3033
67113 - KILBEACANTY,550644,699680,326
67127 - KILLEELY,545920,720195,1748
67169 - LOUGHREA RURAL,562648,717061,857
67170 - LOUGHREA URBAN,561781,716664,5537
67171 - MARBLEHILL,566335,700769,371
67006 - AHASCRAGH,580993,738999,605
67181 - MOYODE,553286,722453,261
67189 - RAFORD,561471,724309,486
67157 - LACKAGHBEG,540963,735544,1527
67216 - WOODFORD,572343,699398,461
67008 - ANNAGH,570626,738559,369
67129 - KILLEENAVARRA,540538,713241,801
67135 - KILLINNY,538580,704223,455
67177 - MOUNTAIN,562148,709583,279
67043 - CALTRA,570600,743415,365
67051 - CASTLEBLAKENEY,567620,742754,528
67207 - TIAQUIN,555551,734831,722
67070 - COOLOO,558362,747368,532
67082 - DERRYGLASSAUN,559224,741702,862
67044 - CAMUS,497220,734355,316
67028 - BALLYNAKILL,568525,750474,611
67069 - CONG,506693,751561,517
67074 - CRUMPAUN,494470,727105,2472
67148 - KILTARTAN,546063,705174,827
67150 - KILTHOMAS,554296,706869,84
67154 - KINVARRA,535697,708622,1537
67102 - GORUMNA,487183,723505,1283
67121 - KILCUMMIN,501123,739445,149
67053 - CASTLEFFRENCH,576603,746848,522
67061 - CLONBROCK,574929,740334,580
67131 - KILLERORAN,577584,754406,1300
67132 - KILLIAN,572618,747838,341
67076 - CUR,494026,752370,172
67162 - LETTERFORE,501858,746822,264
67163 - LETTERMORE,489421,729283,835
67185 - OUGHTERARD,510860,741371,2625
67193 - ROSS,496092,758877,93
67214 - TURLOUGH,493053,740378,546
67161 - LETTERBRICKAUN,489197,758150,220
67023 - BALLYGLASS,578225,704819,176
67071 - COOS,572462,694291,105
67080 - DERREW,582432,716718,169
67091 - DRUMMIN,577930,697265,372
67065 - CLOONKEEN,571979,754207,305
67133 - KILLIMOR,580101,713165,702
67142 - KILMALINOGE,586854,708355,230
67176 - MOUNT BELLEW,563804,747856,1913
67178 - MOUNTHAZEL,564037,740631,515
67217 - WORMHOLE,519911,739261,2376
67004 - ABBEYVILLE,577184,702889,270
67172 - MEELICK,591780,714174,276
67095 - EYRECOURT,589332,717040,445
67174 - MOAT,577834,711974,147
67187 - PALLAS,576949,709025,398
67145 - KILQUAIN,584567,713499,306
67215 - TYNAGH,573409,709268,447
67001 - ABBEY EAST,553388,741997,632
67205 - TAGHBOY,580711,744911,221
67064 - CLOONBUR,508804,755236,1120
67188 - PORTUMNA,582698,705445,2271
67208 - TIRANASCRAGH,587784,712092,171
67005 - ADDERGOOLE,544697,765960,547
67002 - ABBEY WEST,549586,742452,775
67010 - ANNAGHDOWN,536752,740893,1372
67019 - BALLINDERRY,544091,745810,500
227030 - DRUMCANNON,660886,604293,372
227036 - FAITHLEGG,667897,610401,2152
227049 - ISLANDIKANE,654432,600561,2085
227051 - KILBARRY,659740,606786,253
67015 - AUGHRIM,577253,729686,576
67016 - BALLINASLOE RURAL,581167,730718,573
67024 - BALLYMACWARD,566714,736395,310
67165 - LISCANANAUN,535760,737763,1539
67166 - LISHEENAVALLA,542645,732260,1061
67179 - MOYCULLEN,523319,730992,2142
67190 - RAHASANE,547231,717172,337
67201 - SKEHANAGH,547255,709655,477
67007 - AILLE,559215,710492,385
227054 - KILLEA,667966,602284,1571
227055 - KILLOTERAN,655825,609769,574
227056 - KILMACLEAGUE,664134,603738,398
67062 - CLONFERT,595049,719898,420
67063 - CLONTUSKERT,582975,724049,218
67184 - ORANMORE,539855,725569,4297
67197 - SELERNA,504668,728417,1453
67202 - SLIEVEANEENA,515912,733253,763
67203 - SPIDDLE,514793,726400,1443
67204 - STRADBALLY,543954,724547,1218
67213 - TULLOKYNE,523152,735226,2075
67013 - ATHENRY,550963,727671,5470
67027 - BALLYNAGAR,572906,702675,192
227059 - KILMEADAN,650076,610648,757
227074 - NEWCASTLE,647325,608358,487
227076 - PEMBROKESTOWN,655028,605457,500
227079 - RATHMOYLAN,664935,599740,1149
67112 - KELLYSGROVE,583067,726996,361
67118 - KILCONNELL,572474,733288,670
67123 - KILLAAN,568138,731253,527
67018 - BALLINASTACK,563426,766018,332
67025 - BALLYMOE,568336,771591,414
67030 - BALLYNAKILL,572391,765622,379
67039 - BRACKLAGH,572158,713253,464
67040 - BULLAUN,565021,721304,299
67045 - CAPPALUSK,560995,734208,384
227080 - REISK,652163,605996,1144
227090 - TRAMORE,658030,604089,9545
67124 - KILLALLAGHTAN,572067,726773,458
67137 - KILLORAN,574641,721921,270
67038 - BOYOUNAGH,559791,764964,253
67073 - CREGGS,572521,759679,362
67077 - CURRAGHMORE,567129,756673,166
67052 - CASTLEBOY,552560,710048,537
67066 - CLOONKEEN,557232,729286,469
67068 - COLMANSTOWN,560345,737963,131
227092 - WOODSTOWN,667435,605842,600
227003 - ARDMORE,617971,578430,739
67139 - KILLURE,579270,735032,725
67141 - KILMACSHANE,598931,718802,231
67151 - KILTORMER,581106,720128,490
67100 - GLENNAMADDY,565110,761375,840
67111 - ISLAND,562521,772481,254
67120 - KILCROAN,564780,768916,551
67072 - CRAUGHWELL,550961,719699,1764
67083 - DERRYLAUR,559813,701996,105
67090 - DRUMKEARY,570061,707136,589
227007 - BALLYHEENY,611126,582192,590
227022 - CLASHMORE,612763,585616,404
227043 - GLENWILLIAM,620421,581790,164
67156 - KYLEMORE,592112,722500,153
67159 - LAURENCETOWN,586985,720014,359
67167 - LISMANNY,587646,724308,255
67153 - KILTULLAGH,562674,758599,224
67191 - RAHEEN,558288,760448,470
67196 - SCREGG,559807,752632,229
67103 - GRAIGABBEY,554237,730985,385
67104 - GRANGE,565690,726518,738
67105 - GREETHILL,547523,725916,999
227046 - GRALLAGH,617025,585235,235
227047 - GRANGE,617130,580906,356
67183 - OATFIELD,576998,724656,434
67029 - BALLYNAKILL,470574,756387,439
67037 - BENCORR,479233,751367,226
67041 - BUNOWEN,464010,742563,413
67058 - CLEGGAN,462626,757977,279
67059 - CLIFDEN,463746,752673,2159
67078 - CUSHKILLARY,480342,759601,318
67081 - DERRYCUNLAGH,470702,747730,313
67087 - DOONLOUGHAN,457976,744647,82
67094 - ERRISLANNAN,464024,746840,215
67108 - ILLION,488534,749827,97
67109 - INISHBOFIN,452885,765483,175
67155 - KNOCKBOY,476413,733768,810
67182 - MOYRUS,483899,744586,354
67198 - SHANKILL,564352,754020,292
67206 - TEMPLETOGHER,558352,769156,387
67210 - TOBERROE,568351,765114,300
67115 - KILCHREEST,555855,712117,303
67116 - KILCONICKNY,556572,717662,672
227064 - KINSALEBEG,613505,579559,574
227087 - TEMPLEMICHAEL,606240,584623,414
68001 - BALLYBAAN,534561,726368,13019
67186 - OWENGOWLA,485380,738156,261
67192 - RINVYLE,471562,761154,1226
67194 - ROUNDSTONE,470510,740437,425
67199 - SILLERNA,458257,756681,389
67200 - SKANNIVE,481472,733493,612
67009 - ANNAGHDOWN,529941,736808,1876
67014 - AUGHRIM,546967,730326,1296
67026 - BALLYNACOURTY,535530,719882,1178
67011 - ARDAMULLIVAN,546979,696144,607
67012 - ARDRAHAN,546803,711949,573
67117 - KILCONIERIN,557285,721925,583
67134 - KILLIMOR,561874,729632,329
67136 - KILLOGILLEEN,552526,715385,906
68002 - BALLYBRIT,533296,727683,949
68003 - BARNA,525504,725105,15185
68004 - CASTLEGAR,531599,727993,4053
68005 - CLADDAGH,529401,724450,2593
68006 - DANGAN,528366,726823,4132
68007 - EYRE SQUARE,530275,725412,4108
67021 - BALLINTEMPLE,535443,728412,1472
67032 - BARNA,523573,726223,3727
67036 - BELLEVILLE,547964,734705,620
67022 - BALLYCAHALAN,552104,702208,217
67033 - BEAGH,542362,697272,705
67143 - KILMEEN,569603,717230,644
67146 - KILREEKILL,569317,721222,342
67149 - KILTESKILL,565028,711067,341
68008 - KNOCKNACARRAGH,526154,723717,1490
68009 - LOUGH ATALIA,531049,725438,910
68010 - MENLOUGH,529741,728415,5118
68011 - MERVUE,532269,726515,1831
68012 - MURROOGH,533874,724851,2846
67047 - CARNMORE,538744,730180,2577
67048 - CARROWBROWNE,532544,731194,984
67055 - CLAREGALWAY,535154,733945,2124
67057 - CLARINBRIDGE,539750,721134,3547
67079 - DEERPARK,545057,737263,1413
67042 - CAHERMORE,542094,708715,525
67046 - CAPPARD,553629,704641,99
67054 - CASTLETAYLOR,545004,713420,630
67152 - KILTULLAGH,555943,725286,745
67158 - LACKALEA,560963,720491,402
67160 - LEITRIM,568041,711803,481
68013 - NEWCASTLE,528574,726093,1895
68014 - NUNS ISLAND,529307,725534,1474
68015 - RAHOON,527102,726973,3076
68016 - RENMORE,531858,725205,1319
68017 - ROCKBARTON,527638,724133,2097
68020 - St. NICHOLAS,529985,726002,2394
68018 - SALTHILL,528342,724345,3633
68019 - SHANTALLA,528705,725570,1912
68021 - TAYLORS HILL,528196,725049,2966
207048 - KILLADOON,579732,816698,277
207049 - KILLARAGHT,572762,800377,426
207021 - CARRICKBANAGHER,566321,820962,682
207026 - CLIFFONY NORTH,571933,855337,907
207029 - CLOONOGHILL,561379,812549,320
207031 - COOLANEY,559739,825038,1331
207045 - GLENDARRAGH,545655,817238,204
27006 - BALLYCONNELL,626647,819254,1553
27010 - BALLYMAGAURAN,620254,814886,245
207052 - KILMACTRANNY,582298,813065,320
27019 - CARN,628899,813860,211
27039 - DIAMOND,628049,810008,130
27040 - DOOGARY,625136,809720,142
207027 - CLIFFONY SOUTH,568291,851575,573
27068 - LISSANOVER,624097,814346,291
207051 - KILMACTEIGE,539133,812680,224
27001 - ARDUE,631421,816656,866
27011 - BAWNBOY,621244,819185,587
27015 - BILBERRY,626620,812812,165
27016 - BRUCE HALL,631968,796418,212
27062 - KINAWLEY,615333,825722,111
27018 - CANNINGSTOWN,660678,803027,532
27021 - CARRAFIN,637296,811256,400
27083 - SWANLINBAR,617851,827218,375
27014 - BENBRACK,613178,819945,332
27002 - ARVAGH,628689,798500,959
27003 - ASHFIELD,656045,814464,358
27017 - BUTLER'S BRIDGE,641274,811742,470
27026 - CLONERVY,645787,807895,853
27027 - COOTEHILL RURAL,662523,812891,1087
27028 - COOTEHILL URBAN,660253,814273,1598
27029 - CORR,632473,802262,267
27023 - CASTLESAUNDERSON,640508,815964,300
27024 - CAVAN RURAL,641356,806260,8273
27035 - DENN,644203,797470,705
27008 - BALLYJAMESDUFF,651847,791169,3238
27022 - CASTLERAHAN,654111,786561,901
27005 - BALLINTEMPLE,638121,794408,434
27007 - BALLYHAISE,644244,811062,1056
27030 - CORRANEARY,663275,807357,443
27032 - CROSSDONEY,635427,801746,541
27036 - DERRIN,642575,793883,433
27043 - DRUMCARBAN,635110,797352,612
27052 - KILBRIDE,649739,783968,970
27070 - LURGAN,655735,790822,631
27009 - BALLYMACHUGH,644279,787080,828
27012 - BELLANANAGH,639732,798108,1529
27013 - BELTURBET,636561,817243,1504
27033 - CROSSKEYS,649329,797719,697
27034 - CUTTRAGH,648303,802233,393
27044 - DRUMCARN,647994,814745,528
27051 - GRILLY,638385,818083,485
27054 - KILCONNY,635409,819114,546
27056 - KILL,640952,790931,365
27074 - MUNTERCONNAUGHT,659860,783775,1129
27092 - VIRGINIA,662501,786346,4400
27046 - DRUNG,649748,809719,524
27050 - GRADDUM,648278,793952,550
197063 - FUERTY,582054,762453,700
197065 - KILBRIDE NORTH,586544,774595,407
197066 - KILBRIDE SOUTH,588139,771206,388
207053 - KILSHALVY,565944,809216,300
207069 - SHANCOUGH,582938,820848,123
207030 - COLLOONEY,569278,826537,2742
207037 - DRUMCLIFF EAST,570827,839876,724
207054 - KILTURRA,560843,809620,223
207057 - LEITRIM,556196,813350,365
197070 - KILGEFIN,594195,772572,318
197071 - KILGLASS NORTH,601402,787625,435
197072 - KILGLASS SOUTH,600297,782981,313
207076 - TEMPLEVANNY,574163,810360,226
207080 - TOOMOUR,571357,809352,228
207038 - DRUMCLIFF WEST,566159,840404,1893
207039 - DRUMCOLUMB,578476,822978,293
207062 - LOUGHIL,549219,820713,352
207064 - OWENMORE,561273,815625,118
197073 - KILLAVACKAN,595594,775301,208
197075 - KILLUKIN,586356,777621,193
197079 - KILTEEVAN,595016,762851,529
207006 - AUGHRIS,550394,834776,163
207018 - BUNCROWEY,540332,830766,286
207024 - CASTLECONOR EAST,535023,825383,214
207040 - DRUMFIN,570475,818357,390
207044 - GLENCAR,572976,842693,236
207050 - KILMACOWEN,566876,832342,2161
207072 - STREAMSTOWN,556807,817218,269
207073 - TEMPLE,562030,819711,349
197082 - LACKAN,588699,752863,368
197085 - LISMAHA,583393,753382,356
197086 - LISSONUFFY,600393,775689,169
197091 - MOTE,591892,760544,944
207025 - CASTLECONOR WEST,529155,825858,1014
207034 - DROMARD EAST,558722,829973,164
207035 - DROMARD WEST,555712,829513,197
207055 - KNOCKAREE,563255,835429,3690
207056 - LAKEVIEW,575810,816274,432
207077 - TOBERCURRY,551871,812595,2827
27025 - CAVAN URBAN,641860,804855,3770
197093 - OGULLA,581449,780538,340
197096 - ROOSKY,605057,783261,708
197097 - ROSCOMMON RURAL,587313,764877,4929
197098 - ROSCOMMON URBAN,587305,764329,1723
207036 - DROMORE,543496,832679,469
207042 - EASKY EAST,539400,836105,595
207043 - EASKY WEST,533811,836233,677
207058 - LISCONNY,570635,822537,388
207059 - LISSADILL EAST,563617,845178,864
27004 - BAILIEBOROUGH,667802,797614,4005
27020 - CARNAGARVE,666591,792860,569
197099 - ROSMOYLAN,576477,763528,164
197100 - ROSSMORE,584355,786322,168
197102 - SCREGG,593136,756029,512
207047 - KILGLASS,531070,831190,1604
207065 - RATHMACURKEY,536163,831358,564
207070 - SKREEN,551733,829103,167
207063 - MULLAGHERUSE,543758,826698,211
207060 - LISSADILL NORTH,563997,848379,1475
207061 - LISSADILL WEST,558834,844889,610
27031 - CROSSBANE,664082,789649,614
27042 - DRUMANESPICK,661386,798606,447
27048 - ENNISKEEN,673126,795075,457
197103 - STROKESTOWN,593967,780498,1036
197106 - TERMONBARRY,604417,778707,778
197109 - TULSK,585939,780989,314
207082 - SLIGO EAST,570021,834992,4998
207074 - TEMPLEBOY NORTH,547048,832748,309
207078 - TOBERPATRICK EAST,556715,834062,218
207079 - TOBERPATRICK WEST,553967,833498,299
207066 - RIVERSTOWN,574382,819952,689
207067 - ROSSINVER EAST,574292,849396,193
207068 - ROSSINVER WEST,569453,847740,240
27059 - KILLINKERE,660973,794605,445
27063 - KINGSCOURT,677891,796344,3335
27067 - LISAGOAN,674837,798793,403
207081 - SLIGO NORTH,569648,836784,5222
207071 - SLIGO WEST,568237,835408,7219
207004 - AGHANAGH,577471,809506,368
207011 - BALLYNASHEE,585922,817597,331
207007 - BALLINTOGHER EAST,576005,830888,636
207008 - BALLINTOGHER WEST,572459,829426,443
207009 - BALLYMOTE,566255,816055,2064
207001 - ACHONRY EAST,551943,807059,485
207002 - ACHONRY WEST,546461,804998,752
207003 - ACLARE,537568,809840,257
27073 - MULLAGH,668394,786251,2221
27079 - SHERCOCK,670349,804865,1262
207032 - COOLAVIN,567821,801065,456
207033 - CUILMORE,566141,805737,491
207010 - BALLYNAKILL,574936,824521,475
207012 - BALLYSADARE EAST,565952,827656,1237
207013 - BALLYSADARE WEST,562301,827561,347
27088 - TIRCAHAN,619229,823346,185
207005 - ANNAGH,563172,822637,196
207014 - BANADA,545748,809840,597
27080 - SKEAGH,664928,801860,406
27084 - TAGHART,672284,801644,618
27087 - TERMON,656981,794555,536
207041 - DRUMRAT,568488,810932,530
207046 - KILFREE,563718,803166,538
207017 - BRICKLIEVE,571611,814600,235
207019 - CALRY,574018,836414,1702
207020 - CARNEY,569047,844184,692
207015 - BRANCHFIELD,554230,823517,162
207016 - BREENCORRAGH,541826,817176,114
207023 - CARTRON,557491,820422,173
157089 - KILCOLMAN,532278,780533,459
157106 - KILVINE,541904,769279,621
157144 - SWINEFORD,538502,799778,2527
157147 - TOOCANANAGH,530286,792291,428
157050 - CLARE ISLAND,466434,782529,210
157060 - CORRAUN ACHILL,477537,797236,673
157063 - CROAGHPATRICK,493057,780275,578
197056 - DYSART,586102,742891,243
197068 - KILCAR,590721,746726,362
197080 - KILTOOM,599682,746924,1630
197101 - RUSHFIELD,580855,799051,376
197108 - TIVANNAGH,575959,802955,259
197110 - TUMNA NORTH,593556,806076,166
157108 - KNOCK NORTH,539041,785803,972
157149 - TUMGESH,540011,805269,366
157151 - URLAUR,549489,791841,494
157072 - DERRYLOUGHAN,499990,793110,690
197083 - LECARROW,598654,755489,334
197013 - BALLINTOBER,572746,772943,736
197019 - BASLICK,571788,783732,155
197111 - TUMNA SOUTH,591472,803845,191
197024 - BUCKILL,566853,792258,334
197029 - CARROWDUFF,580934,774864,232
197004 - ARTAGH NORTH,558777,790015,831
197032 - CASTLEREAGH,569078,779368,2971
157003 - AGHAGOWER NORTH,503897,781915,1008
157004 - AGHAGOWER SOUTH,505211,777452,108
197020 - BELLANAGARE,575231,786894,640
197037 - CLOONFOWER,560717,782411,321
197031 - CASTLEPLUNKET,576976,779952,519
197057 - EDMONDSTOWN,562149,798877,418
197061 - FAIRYMOUNT,568466,786323,313
197034 - CASTLETEHEEN,576120,775831,335
197081 - KILTULLAGH,552125,771068,1061
157006 - AILLEMORE,476383,774643,355
157053 - CLOGHER,504214,786527,873
197043 - COOLOUGHER,564194,777500,503
197003 - ANNAGHMORE,590762,782224,295
197062 - FRENCHPARK,571384,793485,897
197007 - ATHLEAGUE WEST,581111,758633,536
197017 - BALLYGARDEN,595543,785347,194
197088 - LOUGHGLINN,563763,788416,689
197027 - CAMS,582851,768565,471
197005 - ARTAGH SOUTH,556451,785695,450
197006 - ATHLEAGUE EAST,587354,757215,447
197040 - CLOONTUSKERT,598013,769222,1273
197041 - CLOONYGORMICAN,579314,771041,455
197025 - BUMLIN,598165,779159,472
197036 - CLOONFINLOUGH,590860,776738,174
197042 - CLOONYQUIN,583660,783941,264
197048 - CREGGA,591093,785107,155
197053 - DRUMDAFF,592811,768976,445
197055 - DUNAMON,577436,767091,332
197011 - BALLAGHADERREEN,559211,796441,2726
197012 - BALLINLOUGH,558158,776469,992
197047 - CREEVE,593004,788520,162
197058 - ELIA,596585,788313,135
197059 - ELPHIN,587698,788161,764
157017 - BALLINAFAD,522445,782593,589
157026 - BALLYHEAN,515575,782166,588
157109 - KNOCK SOUTH,541652,782138,748
157115 - LOUGHANBOY,552823,781280,335
157074 - DOOEGA,469360,798408,623
157075 - DRUMMIN,491717,772425,181
157076 - EMLAGH,478670,778682,325
197090 - MOORE,597224,731893,308
197094 - ROCKHILL,595009,748645,410
197104 - TAGHBOY,583395,748797,513
197105 - TAGHMACONNELL,590138,740350,271
157028 - BALLYNAGORAHER,511221,804516,354
157035 - BELLAVARY,524919,794187,1038
157039 - BREAGHWY,518468,786831,1833
157048 - CASTLEBAR RURAL,514200,790216,7308
157118 - MAYO,528569,779216,447
157123 - MURNEEN,534299,782987,356
157077 - ERRIFF,493003,766779,122
157083 - GLENHEST,505116,801409,248
157095 - KILGEEVER,483814,772910,108
197107 - THOMASTOWN,596637,737708,736
197112 - TURROCK,585952,746763,334
197001 - AGHAFIN,594399,812920,142
157042 - BURREN,512230,795567,312
157052 - CLOGHER,518574,779985,551
157145 - TAGHEEN,528395,772653,168
157005 - AGHAMORE,546629,787047,618
157018 - BALLINAMORE,530466,787383,354
157087 - ISLANDEADY,507468,789077,1001
157100 - KILMACLASSER,502742,791277,639
197009 - AUGHRIM EAST,594053,793054,222
197010 - AUGHRIM WEST,590253,792194,172
197015 - BALLYFARNAN,587498,814561,234
157055 - CLOONKEEN,511720,785070,795
157062 - CROAGHMOYLE,508645,797366,172
157037 - BOHOLA,529579,795499,310
157038 - BRACKLOON,538947,794807,638
157102 - KILMEENA,496541,787731,1512
157104 - KILSALLAGH,487992,778878,531
157107 - KNAPPAGH,498841,779427,766
157116 - LOUISBURGH,482472,780042,958
157126 - NEWPORT EAST,498796,797020,1164
157127 - NEWPORT WEST,488770,798379,810
157129 - OWENNADORNAUN,480179,767472,180
197016 - BALLYFORMOYLE,590807,808485,164
197021 - BOYLE RURAL,580516,803387,1599
197022 - BOYLE URBAN,580009,802572,1501
197023 - BREEDOGE,574493,796225,241
157098 - KILLAVALLY,511578,780632,485
157117 - MANULLA,522654,789282,985
157143 - STRADE,525001,798928,602
157150 - TURLOUGH,519033,793675,1446
157044 - CALLOW,532594,805900,397
157056 - CLOONMORE,554467,803219,438
157138 - SLIEVEMAHANAGH,499222,774225,454
157139 - SLIEVEMORE,462768,806400,991
157142 - SRAHMORE,496330,803674,142
197039 - CLOONTEEN,598442,795220,274
197046 - CREEVE,586441,792040,120
197049 - CROGHAN,585177,797076,379
157130 - PONTOON,518459,800615,486
157146 - TAWNYNAGRY,511220,776977,352
157058 - COOLNAHA,549792,785112,511
157067 - CUILDOO,535525,803662,349
157152 - WESTPORT RURAL,499355,783225,1521
197008 - ATHLONE WEST RURAL,600728,742010,4978
197050 - CROSSNA,586870,809659,187
197052 - DANESFORT,592331,797335,827
197060 - ESTERSNOW,578322,795299,87
157020 - BALLINDINE,537329,770824,823
157025 - BALLYHAUNIS,548743,778015,3057
157073 - DOOCASTLE,558458,804991,366
157088 - KILBEAGH,550100,798849,1006
197014 - BALLYDANGAN,592807,731881,720
197018 - BALLYNAMONA,595399,743853,506
197026 - CALTRAGH,590948,750316,260
197064 - KEADEW,590097,812717,535
197067 - KILBRYAN,582907,808178,325
197069 - KILCOLAGH,577525,792929,148
157027 - BALLYHOWLY,537846,780394,438
157033 - BEKAN,544721,779457,744
157096 - KILKELLY,542828,790657,911
157099 - KILLEDAN,534392,791848,693
197028 - CARNAGH,597280,751994,809
197030 - CARROWREAGH,587162,737806,525
197033 - CASTLESAMPSON,593203,740388,413
197074 - KILLUKIN,590492,799368,274
197076 - KILLUMMOD,588533,795086,120
197077 - KILMACUMSY,581609,793016,310
197078 - KILMORE,598248,791720,178
157046 - CARAUN,538569,774732,367
157051 - CLAREMORRIS,533694,775986,4308
157103 - KILMOVEE,554691,794286,654
157105 - KILTAMAGH,535322,788647,1424
197035 - CLOONBURREN,595544,727052,231
197038 - CLOONOWN,603911,735872,268
197044 - CRANNAGH,601460,736656,1171
197089 - MANTUA,581243,789719,226
197087 - LOUGH ALLEN,592295,816619,276
157054 - CLOGHERMORE,528160,775040,161
157061 - COURSE,550978,775152,415
157064 - CROSSBOYNE,533794,770881,580
157119 - MEELICK,533101,797377,565
157140 - SONNAGH,544840,798682,1166
157148 - TOOMORE,528575,802612,1591
157001 - ACHILL,471275,804814,845
157023 - BALLYCROY NORTH,482285,813294,303
157024 - BALLYCROY SOUTH,485412,806454,333
197045 - CREAGH,588530,732462,998
197051 - CULLIAGH,590248,728118,208
197054 - DRUMLOSH,599297,734322,336
197092 - OAKPORT,588827,803621,413
197095 - ROCKINGHAM,585520,802664,337
157068 - CULNACLEHA,544210,773307,460
157079 - GARRYMORE,533134,767082,460
177019 - CASTLEBLAYNEY RURAL,682938,818476,3679
177021 - CHURCH HILL,686393,820931,723
177042 - EMYVALE,669726,843405,1218
177043 - ENAGH,668010,838874,495
177028 - CREEVE,671455,814828,623
177029 - CREMARTIN,677654,820994,1175
177045 - FIGULLAR,668428,847341,506
177047 - GREAGH,676351,818009,422
177055 - LARAGH,679018,813766,564
57137 - STRANORLAR,613419,897453,4524
57145 - TREANTAGHMUCKLAGH,629406,909830,802
177060 - MULLYASH,686255,825567,350
177001 - AGHABOG,659480,821864,342
177004 - ANNY,667664,818536,376
177023 - CLONES RURAL,651313,826825,1563
177046 - GLASLOUGH,672074,840484,952
177050 - KILLYLOUGH,662172,842216,575
57148 - URNEY WEST,627436,891001,606
177017 - CARRICKMACROSS URBAN,683997,803770,2085
177018 - CASTLEBLAYNEY URBAN,682642,819877,883
177024 - CLONES URBAN,650028,825900,904
177059 - MONAGHAN URBAN,667329,833842,2410
177026 - CORMEEN,667094,814148,518
177031 - CURRIN,648845,819374,676
177052 - KILMORE,664828,828876,508
177058 - MONAGHAN RURAL,667364,831489,6199
177062 - RACKWALLACE,670778,830577,912
177007 - BALLYMACKNEY,687268,803250,918
177010 - BOCKS,681137,809445,701
177032 - DAWSONGROVE,660949,818204,681
177035 - DRUM,655579,819830,190
177040 - DRUMMULLY,645317,822435,113
177064 - SCOTSTOWN,660009,835329,1147
177016 - CARRICKMACROSS RURAL,682120,804523,3913
177027 - CORRACHARRA,671371,809590,292
177030 - CROSSALARE,683566,810844,756
177049 - KILLEEVAN,656327,825570,345
177051 - KILLYNENAGH,653392,817595,206
177056 - LISNAVEANE,664560,822026,396
177034 - DONAGHMOYNE,686181,806984,685
177036 - DRUMBOORY,686607,798326,509
177037 - DRUMCARROW,677659,802561,462
177061 - NEWBLISS,653041,822916,830
177067 - St. TIERNEY,655842,829441,397
177038 - DRUMGURRA,678168,807074,693
177044 - ENAGH,680024,799740,683
177002 - ANKETELL GROVE,665680,844462,1162
177008 - BELLANODE,664451,835015,1520
177048 - INISHKEEN,692811,807363,1050
177053 - KILMURRY,687400,811240,615
177054 - KILTYBEGS,690082,806914,645
177011 - BRAGAN,660029,845185,304
177013 - CADDAGH,667186,824884,496
177057 - LOUGH FEA,683745,799855,640
177063 - RAFERAGH,674793,807775,448
177003 - ANNAYALLA,679501,826765,580
177020 - CASTLESHANE,674680,832837,987
177022 - CLONES,656874,834283,452
177005 - BALLYBAY RURAL,671527,820376,1533
177006 - BALLYBAY URBAN,671718,820505,286
177009 - BELLATRAIN,675867,811853,267
177025 - CLONTIBRET,675744,827667,756
177033 - DERRYGORRY,663762,850766,284
177012 - BROOMFIELD,684611,814822,787
177014 - CARRICKASLANE,681406,823290,659
177015 - CARRICKATEE,674814,814678,337
177039 - DRUMHILLAGH,660321,826856,670
177041 - DRUMSNAT,661429,829932,997
27055 - KILGOLAGH,639822,783929,323
27069 - LOUGHDAWAN,634352,792596,338
27078 - SCRABBY,630450,791889,609
57018 - BUNCRANA URBAN,634673,932018,3396
57139 - TAWNAWULLY,600015,886269,323
57043 - CREENASMEAR,601944,929037,277
57026 - CARTHAGE,650697,952608,886
57027 - CASTLECARY,657902,938994,705
57084 - GREENCASTLE,664270,943616,1016
57141 - TEMPLEDOUGLAS,609118,914471,985
57010 - BALLYARR,618927,922095,643
57020 - BUNDORAN URBAN,581815,858942,1718
57107 - LETTERKENNY URBAN,616924,911413,2199
57025 - CARROWKEEL,623007,934325,832
57042 - CRANFORD,617053,932735,575
